Date,Day,Holiday,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session
2016-11-30,Wednesday,No,UXP/UX,Long,False,intact,broken,broken,UXP,05:00,Short,True,green,07:15,1.053,inside,broken,intact,intact,-0.842,1.316,08:45,09:15,DXP,red,Short,True,11:45,4.158,3.947,0.158,8.158,broken,broken,intact
2016-11-29,Tuesday,No,RC,Long,True,broken,intact,intact,UXP,04:20,Long,True,green,08:15,-0.484,inside,broken,broken,intact,-1.516,-0.129,08:40,08:30,D,green,Long,True,10:30,-1.274,-1.403,-0.161,-2.387,broken,broken,intact
2016-11-28,Monday,No,RC,Long,True,broken,broken,broken,DXP,05:05,Long,True,red,06:15,0.189,inside,intact,intact,intact,0.113,0.415,09:25,09:00,UX,green,Long,True,10:30,0.462,0.340,1.094,-0.170,broken,broken,broken
2016-11-23,Wednesday,No,RC,Long,True,broken,broken,broken,UXP,04:20,Long,False,green,06:40,-2.235,below,intact,intact,intact,-6.647,-2.176,09:20,08:30,DXP,red,Short,True,11:20,-8.471,-7.412,-7.588,-9.353,intact,intact,intact
2016-11-22,Tuesday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:00,Short,True,red,08:10,2.857,below,intact,broken,broken,0.143,4.857,08:55,09:25,RX,red,Short,True,10:45,-0.357,0.143,-2.571,1.857,intact,intact,broken
2016-11-21,Monday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:05,Short,False,red,08:20,-1.667,above,intact,intact,intact,-2.222,-1.000,09:25,08:40,UXP,green,Long,True,11:55,-4.917,-4.389,-7.556,-2.278,intact,intact,intact
2016-11-18,Friday,No,UXP/UX,Short,True,intact,broken,broken,D,04:00,Short,False,red,07:30,-0.742,inside,intact,broken,intact,-1.645,-0.548,08:35,09:25,RX,red,Short,True,10:30,-0.581,-0.613,-1.968,0.806,broken,broken,intact
2016-11-17,Thursday,No,UXP/UX,Long,True,intact,intact,intact,UXP,08:00,Short,True,green,08:05,0.375,below,intact,broken,broken,-0.094,1.281,08:45,09:25,RX,green,Long,True,11:10,-0.234,0.250,-1.031,0.563,broken,broken,intact
2016-11-16,Wednesday,No,UXP/UX,Short,True,intact,intact,intact,DXP,06:35,Short,True,red,06:45,1.321,below,intact,broken,intact,0.143,2.679,09:20,08:40,RX,green,Long,True,10:30,-1.482,-0.857,-3.571,0.607,intact,broken,broken
2016-11-15,Tuesday,No,DXP/DX,Long,False,broken,intact,broken,UX,07:30,Short,False,green,08:25,-1.472,above,intact,intact,intact,-2.491,-1.340,08:30,08:35,UXP,green,NO_CONF,NO_CONF,,-3.887,-3.953,-5.453,-2.321,intact,intact,intact
2016-11-14,Monday,No,UXP/UX,Short,True,intact,intact,intact,DXP,05:55,Short,True,red,06:00,1.673,below,intact,intact,intact,0.462,1.731,08:35,08:50,DXP,red,Short,True,10:45,3.240,2.615,1.962,4.519,intact,intact,intact
2016-11-11,Friday,No,DXP/DX,Short,True,broken,broken,intact,DX,04:05,Short,True,red,08:05,0.258,below,broken,broken,broken,-0.773,0.500,08:30,09:10,RX,red,Long,True,12:35,-0.894,-0.947,-2.000,0.212,intact,broken,broken
2016-11-10,Thursday,No,UXP/UX,Long,True,intact,intact,intact,UXP,07:25,Short,True,green,08:25,0.104,below,intact,intact,intact,0.073,0.542,09:15,08:30,DXP,red,Short,True,10:35,2.807,2.786,0.198,5.417,intact,broken,intact
2016-11-09,Wednesday,No,UXP/UX,Short,True,intact,intact,intact,DXP,04:00,Long,True,green,06:30,0.122,above,intact,intact,intact,0.072,1.039,08:30,09:25,UXP,green,Long,True,11:30,1.699,1.619,2.188,1.210,intact,intact,broken
2016-11-08,Tuesday,No,UXP/UX,Short,False,broken,broken,broken,UX,05:30,Short,True,green,07:45,0.875,below,intact,intact,broken,0.188,1.875,09:25,08:30,DXP,red,Long,True,10:45,2.781,2.594,1.500,4.063,broken,intact,broken
2016-11-07,Monday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:15,Long,False,green,07:30,-0.217,inside,broken,broken,intact,-0.652,0.217,09:15,08:45,U,green,Long,True,10:30,0.652,0.500,1.957,-0.652,intact,intact,intact
2016-11-04,Friday,No,DXP/DX,Short,False,broken,broken,broken,U,04:10,Short,True,red,08:05,0.800,below,broken,broken,broken,-1.533,4.733,09:25,08:45,RX,green,Long,True,10:35,1.267,2.200,-1.467,4.000,broken,broken,broken
2016-11-03,Thursday,No,DXP/DX,Short,True,intact,intact,broken,DXP,04:05,Long,True,red,04:15,6.857,above,intact,intact,broken,4.857,7.429,09:25,08:50,UXP,green,Short,True,12:05,6.000,5.786,8.786,3.214,intact,broken,broken
2016-11-02,Wednesday,No,DXP/DX,Short,True,intact,intact,broken,DXP,05:50,Long,True,green,06:20,1.478,above,intact,intact,broken,0.522,2.217,08:45,09:00,UXP,red,Short,True,10:30,1.609,1.957,2.609,0.609,broken,broken,broken
2016-11-01,Tuesday,No,DXP/DX,Short,False,intact,intact,broken,UXP,04:05,Short,True,red,04:30,1.143,below,intact,intact,intact,0.286,1.381,08:30,09:05,DXP,red,Short,True,10:35,3.119,2.857,1.476,4.762,intact,broken,intact
2016-10-31,Monday,No,DXP/DX,Short,False,intact,intact,intact,UXP,04:00,Short,False,red,04:10,0.200,below,broken,intact,intact,-0.840,0.600,09:25,08:45,DXP,red,Short,True,10:30,1.640,1.540,0.680,2.600,intact,intact,broken
2016-10-28,Friday,No,DXP/DX,Short,True,intact,intact,intact,DXP,06:30,Long,True,red,06:40,1.571,above,intact,intact,broken,0.629,2.229,08:35,08:30,UXP,green,Long,False,10:30,1.529,1.471,3.057,0.000,broken,broken,broken
2016-10-27,Thursday,No,RC,Short,False,broken,broken,broken,RX,04:00,Long,True,green,05:10,1.595,above,intact,broken,broken,1.429,2.167,08:35,08:55,U,red,Short,True,10:35,0.452,0.595,1.667,-0.762,intact,broken,broken
2016-10-26,Wednesday,No,DXP/DX,Short,True,broken,broken,intact,D,04:15,Short,True,red,08:05,0.233,below,intact,intact,broken,-0.167,1.300,09:25,08:45,DXP,red,Long,True,10:35,1.817,1.983,1.333,2.300,intact,intact,broken
2016-10-25,Tuesday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:10,Long,False,green,07:05,-1.286,inside,intact,intact,intact,-5.000,-0.571,09:25,08:35,DXP,red,Short,True,10:40,-7.000,-6.857,-5.143,-8.857,broken,broken,intact
2016-10-24,Monday,No,UXP/UX,Short,True,intact,intact,intact,UXP,04:00,Long,True,green,05:35,-0.056,inside,intact,intact,intact,-0.056,0.389,08:30,09:05,UXP,green,Long,True,10:55,0.907,0.870,1.389,0.426,intact,intact,intact
2016-10-21,Friday,No,UXP/UX,Short,True,intact,intact,intact,DX,04:35,Short,True,red,05:45,0.200,inside,intact,intact,broken,-0.250,2.450,09:05,08:35,DXP,red,Long,True,11:05,2.200,2.800,1.350,3.050,intact,intact,broken
2016-10-20,Thursday,No,RC,Long,True,intact,broken,broken,UX,08:20,Short,True,red,08:25,0.533,below,intact,broken,broken,0.400,3.000,08:45,08:30,D,red,Short,True,10:35,2.967,2.667,-0.600,6.533,intact,broken,broken
2016-10-19,Wednesday,No,DXP/DX,Long,True,broken,broken,broken,DXP,08:20,Long,True,red,08:25,0.300,above,intact,intact,intact,0.100,0.640,08:40,08:50,UXP,green,Long,True,10:45,0.530,0.460,0.860,0.200,broken,broken,broken
2016-10-18,Tuesday,No,UX,Long,True,intact,intact,intact,UXP,04:30,Long,True,green,06:10,1.121,above,intact,intact,intact,1.061,2.333,08:30,08:40,UXP,red,Long,True,11:50,1.242,1.424,2.030,0.455,intact,intact,intact
2016-10-17,Monday,No,DXP/DX,Short,True,intact,broken,broken,DX,05:25,Short,False,red,08:20,-1.196,above,intact,broken,broken,-1.761,-0.935,08:45,09:25,U,green,NO_CONF,NO_CONF,,-1.239,-1.250,-2.196,-0.283,broken,broken,broken
2016-10-14,Friday,No,UXP/UX,Short,False,broken,broken,broken,U,04:50,Long,True,green,04:55,2.750,above,intact,intact,intact,2.200,4.250,08:30,09:25,UXP,green,Short,True,11:25,6.400,6.125,7.950,4.850,intact,intact,intact
2016-10-13,Thursday,No,RC,Short,True,intact,intact,intact,DXP,05:00,Long,True,red,08:25,-0.303,inside,broken,broken,broken,-1.030,0.121,08:50,09:15,D,red,Long,True,12:35,-1.803,-1.894,-0.424,-3.182,intact,intact,broken
2016-10-12,Wednesday,No,DXP/DX,Long,True,broken,broken,intact,DX,08:25,Short,True,red,,0.541,below,broken,broken,broken,-0.622,0.811,08:30,09:25,DX,red,Long,True,13:25,0.459,0.486,-0.378,1.297,intact,intact,broken
2016-10-11,Tuesday,No,RC,Short,True,intact,intact,intact,DXP,05:00,Short,False,equal,07:40,-1.500,inside,broken,broken,intact,-2.300,0.300,09:20,08:40,DXP,red,Short,True,10:50,6.850,5.750,1.400,12.300,intact,intact,intact
2016-10-10,Monday,No,RC,Long,False,broken,broken,broken,RX,05:30,Long,True,red,05:45,1.524,above,intact,intact,intact,1.476,2.476,08:30,08:45,UXP,green,Long,True,10:55,3.929,3.690,4.952,2.905,intact,intact,intact
2016-10-07,Friday,No,UX,Short,True,intact,intact,broken,DXP,04:15,Long,True,red,06:30,1.118,above,broken,broken,broken,-0.647,5.765,08:35,08:30,RX,red,Short,True,11:35,0.882,1.706,3.176,-1.412,broken,broken,broken
2016-10-06,Thursday,No,RC,Short,True,broken,broken,broken,U,04:05,Short,True,red,04:40,2.105,below,intact,intact,broken,1.316,2.263,08:40,08:55,DXP,red,Short,False,11:05,3.316,2.789,2.579,4.053,intact,intact,broken
2016-10-05,Wednesday,No,DXP/DX,Long,True,broken,broken,intact,U,07:45,Long,True,green,08:10,1.030,above,intact,intact,intact,0.061,1.091,09:00,08:30,UXP,green,Long,True,11:45,1.909,1.803,2.818,1.000,intact,intact,intact
2016-10-03,Monday,No,UXP/UX,Short,False,intact,intact,broken,DXP,04:10,Long,False,green,08:20,-0.793,inside,intact,intact,broken,-2.103,-0.724,08:55,08:30,DXP,red,Long,False,10:45,-2.190,-2.121,-1.345,-3.034,intact,intact,intact
2016-09-30,Friday,No,DXP/DX,Short,True,intact,intact,broken,DXP,04:25,Long,True,red,04:35,1.907,above,intact,intact,intact,1.651,2.419,08:35,09:25,UXP,green,Long,True,10:55,2.372,2.384,2.907,1.837,intact,intact,intact
2016-09-29,Thursday,No,UXP/UX,Long,True,broken,broken,broken,U,06:35,Short,True,green,07:45,2.273,below,intact,intact,intact,1.136,2.500,08:30,09:25,DXP,red,Short,True,11:10,2.114,1.909,0.545,3.682,intact,broken,intact
2016-09-28,Wednesday,No,UXP/UX,Short,True,broken,intact,broken,UXP,04:00,Long,False,green,05:30,-1.563,inside,intact,broken,broken,-2.313,-0.688,08:50,09:25,DX,red,Short,False,10:45,-1.688,-1.563,-0.688,-2.688,intact,broken,broken
2016-09-27,Tuesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:50,Short,True,red,04:55,1.425,below,intact,broken,broken,1.275,2.475,09:10,08:30,RX,green,Long,True,12:20,0.250,0.575,-1.350,1.850,intact,broken,intact
2016-09-26,Monday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:10,Short,True,red,08:15,-0.424,inside,intact,intact,broken,-0.435,-0.212,08:55,08:40,DX,red,Short,True,13:35,0.018,0.035,-0.341,0.376,intact,intact,intact
2016-09-23,Friday,No,UXP/UX,Long,True,broken,broken,intact,RX,04:20,Short,True,red,05:40,0.270,below,intact,intact,intact,-0.324,0.405,08:30,09:00,DXP,red,Short,True,13:45,0.824,0.797,0.324,1.324,intact,intact,intact
2016-09-22,Thursday,No,UXP/UX,Long,True,broken,intact,intact,UXP,04:50,Long,True,green,04:55,3.238,above,intact,intact,intact,3.143,4.714,08:35,09:25,UXP,green,Long,True,10:30,4.619,4.452,5.429,3.810,intact,intact,intact
2016-09-21,Wednesday,No,DXP/DX,Long,False,intact,intact,intact,UXP,04:05,Short,True,red,06:50,0.182,inside,intact,broken,broken,0.045,1.091,09:00,09:25,D,green,Short,False,11:05,-0.045,-0.205,-0.773,0.682,intact,intact,broken
2016-09-20,Tuesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,05:35,Long,True,green,06:00,1.045,above,intact,intact,broken,0.136,1.727,09:25,08:30,UXP,equal,Short,True,10:30,1.227,1.091,2.318,0.136,intact,intact,broken
2016-09-16,Friday,No,UXP/UX,Long,True,intact,broken,broken,U,04:30,Short,True,red,08:20,-0.091,inside,broken,broken,broken,-2.682,1.409,08:30,09:15,D,red,Long,True,15:45,0.659,0.295,-0.682,2.000,broken,broken,broken
2016-09-15,Thursday,No,RC,Short,True,intact,broken,broken,RX,04:55,Long,True,green,05:00,1.424,above,intact,intact,intact,-0.242,2.030,09:15,08:35,UXP,green,Long,True,10:35,3.303,2.833,5.121,1.485,broken,intact,intact
2016-09-14,Wednesday,No,RC,Long,True,intact,broken,broken,U,04:20,Long,True,red,05:05,0.118,above,broken,broken,broken,-1.235,0.373,09:20,08:50,UX,green,Long,True,10:30,0.814,0.500,1.980,-0.353,broken,broken,broken
2016-09-13,Tuesday,No,UXP/UX,Short,True,intact,intact,intact,DXP,04:10,Short,True,red,08:15,-1.043,inside,broken,broken,intact,-1.391,0.130,09:05,09:25,RX,red,Short,True,10:55,-0.826,-0.696,-3.261,1.609,intact,intact,intact
2016-09-12,Monday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:30,Short,False,red,08:15,-1.313,above,intact,intact,intact,-1.922,-1.219,08:50,09:05,UXP,green,Long,True,10:40,-3.969,-3.281,-5.047,-2.891,intact,broken,intact
2016-09-09,Friday,No,DXP/DX,Short,False,broken,intact,intact,DXP,06:20,Short,True,red,06:25,6.000,below,intact,intact,intact,5.615,8.615,09:25,08:40,DXP,green,Short,True,10:35,7.423,7.192,6.000,8.846,intact,intact,intact
2016-09-08,Thursday,No,DXP/DX,Long,True,intact,intact,broken,UXP,07:45,Short,True,green,08:10,0.650,below,intact,intact,intact,0.000,4.300,09:05,08:35,DXP,red,Short,True,13:40,4.650,4.775,3.400,5.900,broken,intact,intact
2016-09-07,Wednesday,No,UXP/UX,Long,True,intact,broken,intact,U,04:30,Long,True,green,08:20,-0.455,inside,broken,broken,broken,-0.727,0.136,08:40,09:20,UX,green,Short,True,10:45,0.250,0.091,1.000,-0.500,intact,broken,broken
2016-09-06,Tuesday,No,UX,Long,True,intact,intact,intact,UXP,05:15,Long,True,red,06:20,-0.190,inside,intact,broken,intact,-0.333,1.000,08:40,09:25,UX,red,Long,True,11:50,1.524,1.238,3.238,-0.190,intact,intact,intact
2016-09-01,Thursday,No,UX,Long,True,intact,intact,intact,UXP,05:35,Short,True,green,06:30,0.789,below,intact,intact,intact,0.737,3.526,09:25,08:30,DXP,red,Short,False,10:30,3.605,3.447,1.000,6.211,broken,broken,broken
2016-08-30,Tuesday,No,RC,Short,True,intact,broken,intact,DX,05:40,Short,True,green,05:45,1.091,below,intact,broken,intact,0.864,1.727,08:45,08:35,D,red,Short,True,10:30,0.818,0.682,-0.955,2.591,intact,broken,intact
2016-08-26,Friday,No,RC,Short,False,broken,broken,broken,RX,08:25,Short,True,equal,,0.550,below,intact,broken,broken,-0.450,0.700,08:30,08:50,UXP,green,Short,True,12:05,-4.450,-3.250,-7.100,-1.800,intact,broken,broken
2016-08-25,Thursday,No,DXP/DX,Long,True,intact,broken,broken,D,04:00,Short,True,red,05:35,0.057,inside,intact,broken,broken,-0.200,0.600,09:25,08:30,D,green,Long,True,11:00,0.029,0.043,-0.800,0.857,intact,broken,broken
2016-08-24,Wednesday,No,DXP/DX,Short,True,intact,intact,broken,DXP,04:45,Long,True,green,07:15,0.348,above,intact,broken,broken,-0.261,0.348,09:20,08:30,U,red,Short,True,10:45,-0.250,-0.185,0.065,-0.565,broken,broken,intact
2016-08-23,Tuesday,No,RC,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,05:10,1.615,above,intact,intact,broken,1.462,3.000,08:50,09:10,UXP,green,Short,True,11:05,3.885,3.885,5.077,2.692,intact,intact,intact
2016-08-22,Monday,No,RC,Short,True,intact,broken,broken,D,04:00,Long,True,green,07:05,-0.574,inside,broken,broken,broken,-0.689,-0.443,09:20,08:35,RX,green,NO_CONF,NO_CONF,,-0.320,-0.311,0.443,-1.082,intact,broken,broken
2016-08-19,Friday,No,RC,Short,True,intact,intact,intact,DXP,04:05,Short,True,red,06:05,-0.054,inside,broken,broken,broken,-0.595,0.000,08:30,09:10,RX,green,Long,True,10:35,-0.378,-0.324,-1.730,0.973,intact,broken,broken
2016-08-18,Thursday,No,UXP/UX,Short,False,intact,broken,broken,RX,05:30,Short,True,red,06:20,0.724,below,intact,broken,broken,-0.069,0.724,08:30,09:25,RX,green,Long,True,10:30,-0.293,-0.259,-1.172,0.586,intact,broken,broken
2016-08-16,Tuesday,No,RC,Short,True,intact,intact,broken,DXP,05:05,Long,True,red,08:05,-0.313,inside,broken,broken,intact,-1.313,0.000,08:45,08:30,DXP,red,NO_CONF,NO_CONF,,-2.781,-2.656,-1.250,-4.313,intact,intact,intact
2016-08-11,Thursday,No,DXP/DX,Long,True,intact,intact,intact,UXP,05:40,Long,True,red,08:05,0.024,inside,intact,broken,intact,0.024,0.415,08:30,09:25,UX,red,NO_CONF,NO_CONF,,0.512,0.610,1.366,-0.341,intact,intact,intact
2016-08-10,Wednesday,No,DXP/DX,Short,False,broken,broken,intact,UX,05:05,Long,True,green,06:05,0.469,above,intact,broken,intact,-0.188,0.469,09:25,08:45,D,red,Short,True,11:10,-0.781,-0.625,-0.250,-1.313,intact,broken,broken
2016-08-09,Tuesday,No,RC,Long,True,broken,broken,intact,U,06:50,Long,True,green,06:55,0.231,above,intact,intact,intact,-0.231,0.385,08:45,09:05,UXP,green,Long,True,10:35,1.558,1.058,2.346,0.769,intact,intact,intact
2016-08-08,Monday,No,RC,Long,False,intact,intact,intact,UXP,04:00,Long,True,green,08:20,-0.667,inside,intact,intact,intact,-1.182,-0.606,09:00,08:30,DXP,red,NO_CONF,NO_CONF,,-2.394,-2.258,-1.152,-3.636,intact,broken,intact
2016-08-05,Friday,No,UXP/UX,Long,True,intact,intact,intact,UXP,08:20,Short,True,green,08:25,1.500,inside,broken,intact,intact,-4.083,2.833,08:30,09:25,UXP,green,Long,True,10:50,-8.125,-7.042,-11.667,-4.583,intact,intact,intact
2016-08-04,Thursday,No,UXP/UX,Short,True,broken,intact,broken,DX,07:10,Long,True,red,08:25,-0.086,inside,intact,broken,intact,-0.286,0.314,09:00,08:35,RX,red,Long,True,10:55,-0.243,-0.129,0.857,-1.343,broken,broken,broken
2016-08-02,Tuesday,No,UX,Long,True,intact,broken,intact,RX,04:15,Short,True,red,06:35,0.083,below,intact,intact,intact,-0.250,0.167,09:00,09:25,DX,red,Short,True,10:40,0.700,0.567,-0.150,1.550,intact,intact,intact
2016-08-01,Monday,No,UXP/UX,Long,True,intact,intact,broken,UXP,04:05,Short,True,red,04:25,1.563,below,intact,broken,broken,1.063,2.875,09:25,08:35,RX,green,Long,True,10:40,0.750,0.656,-2.563,4.063,broken,broken,intact
2016-07-29,Friday,No,UXP/UX,Short,True,broken,intact,intact,DXP,06:15,Long,True,red,06:45,1.533,above,intact,broken,intact,0.467,2.267,08:30,09:20,RX,red,Long,True,11:20,0.333,0.633,2.667,-2.000,broken,broken,broken
2016-07-28,Thursday,No,UXP/UX,Long,False,intact,intact,broken,UXP,07:00,Short,True,green,07:30,0.477,below,intact,intact,broken,0.341,0.773,08:50,09:00,DX,red,Long,True,15:30,0.739,0.648,-0.250,1.727,intact,broken,broken
2016-07-27,Wednesday,No,UXP/UX,Long,True,broken,broken,intact,UX,04:15,Long,True,green,05:55,2.273,above,intact,broken,broken,1.091,4.545,08:30,09:25,RX,red,Short,False,10:40,0.864,1.000,2.909,-1.182,intact,broken,broken
2016-07-26,Tuesday,No,RC,Short,False,intact,broken,broken,RX,08:05,Long,True,red,08:10,0.214,above,intact,intact,broken,-0.167,0.310,09:25,08:30,UXP,green,Short,True,10:50,1.012,0.976,1.905,0.119,intact,intact,broken
2016-07-25,Monday,No,UXP/UX,Long,False,intact,intact,broken,DXP,04:10,Long,True,red,06:30,1.000,above,intact,broken,broken,0.294,1.176,09:25,08:35,U,red,Short,True,12:20,0.088,0.118,1.000,-0.824,intact,broken,intact
2016-07-22,Friday,No,DXP/DX,Short,False,broken,broken,intact,U,04:40,Long,True,green,07:55,-0.139,inside,intact,broken,intact,-0.417,0.000,09:25,08:55,RX,green,Long,True,10:40,-0.667,-0.681,0.417,-1.750,intact,broken,intact
2016-07-21,Thursday,No,UXP/UX,Long,True,intact,broken,broken,RX,04:30,Short,True,red,08:15,-0.235,inside,broken,broken,broken,-0.647,0.206,08:45,09:25,RX,red,Short,True,11:35,-0.529,-0.529,-1.088,0.029,broken,broken,broken
2016-07-20,Wednesday,No,UX,Short,True,intact,broken,intact,U,04:35,Long,True,red,04:40,1.031,above,intact,intact,intact,0.594,1.438,08:40,09:25,UXP,green,Long,True,10:30,1.750,1.797,3.063,0.438,intact,intact,intact
2016-07-19,Tuesday,No,UX,Short,True,intact,intact,intact,DXP,04:00,Short,True,red,04:30,-0.140,inside,intact,broken,broken,-0.488,-0.023,09:10,08:40,D,green,NO_CONF,NO_CONF,,-0.186,-0.407,-0.744,0.372,intact,broken,intact
2016-07-18,Monday,No,RC,Long,False,intact,intact,broken,UXP,04:15,Short,True,green,04:55,-0.156,inside,intact,broken,intact,-0.281,0.469,08:55,08:35,RX,green,Long,True,10:30,-1.000,-1.016,-2.438,0.438,broken,broken,intact
2016-07-15,Friday,No,DXP/DX,Long,True,broken,broken,broken,UXP,07:50,Long,True,green,08:05,0.000,inside,intact,broken,broken,-0.323,1.452,09:00,09:25,U,red,Short,True,11:10,0.081,0.306,1.097,-0.935,intact,intact,broken
2016-07-14,Thursday,No,DXP/DX,Long,True,intact,intact,intact,UXP,05:50,Long,False,green,07:10,-0.333,inside,broken,broken,broken,-0.733,0.100,08:40,08:55,RX,green,NO_CONF,NO_CONF,,-0.883,-0.850,0.100,-1.867,intact,intact,intact
2016-07-13,Wednesday,No,DXP/DX,Short,True,intact,broken,broken,RX,05:20,Long,True,green,05:25,0.765,above,intact,broken,broken,0.618,1.324,08:30,08:55,U,red,Long,False,10:40,0.088,0.147,0.765,-0.588,intact,broken,broken
2016-07-12,Tuesday,No,RC,Long,True,intact,intact,intact,UXP,04:20,Long,True,green,04:25,0.774,above,intact,broken,intact,0.613,1.129,09:25,09:15,UX,red,NO_CONF,NO_CONF,,0.565,0.548,1.484,-0.355,intact,intact,intact
2016-07-11,Monday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:55,Short,True,red,07:30,-0.364,inside,broken,broken,intact,-0.818,0.000,09:25,08:45,UX,green,Long,True,11:10,-1.439,-1.136,-2.030,-0.848,intact,intact,intact
2016-07-08,Friday,No,RC,Long,False,intact,broken,broken,UXP,05:15,Short,True,green,07:20,-0.080,inside,broken,intact,intact,-3.960,0.160,08:30,08:40,UXP,green,Long,True,10:40,-4.200,-4.200,-6.640,-1.760,intact,intact,intact
2016-07-06,Wednesday,No,D,Short,True,intact,broken,intact,RX,04:40,Short,True,green,05:55,0.580,below,intact,broken,broken,0.136,0.716,08:45,09:15,D,green,Long,True,10:50,0.043,0.086,-0.716,0.802,intact,broken,broken
2016-07-05,Tuesday,No,D,Short,True,intact,intact,intact,DXP,04:00,Short,True,red,06:40,0.173,below,intact,intact,intact,-0.269,0.288,08:30,08:55,DXP,red,Short,True,13:35,0.625,0.519,0.058,1.192,intact,intact,intact
2016-07-01,Friday,No,UXP/UX,Long,True,broken,broken,broken,D,06:55,Long,True,red,07:00,0.778,above,intact,intact,intact,0.467,0.889,08:50,08:30,UXP,green,Long,True,10:40,2.378,2.133,3.667,1.089,intact,intact,intact
2016-06-30,Thursday,No,UXP/UX,Short,True,intact,broken,broken,DX,04:00,Long,True,green,08:10,-0.284,inside,intact,broken,broken,-0.307,0.114,08:30,09:25,U,red,Long,True,10:55,-0.199,-0.148,0.125,-0.523,broken,broken,broken
2016-06-29,Wednesday,No,UXP/UX,Short,False,intact,intact,intact,UXP,04:10,Long,True,green,04:35,1.258,above,intact,intact,intact,0.871,2.290,08:30,08:55,UXP,green,Long,True,11:20,3.613,3.194,4.516,2.710,intact,intact,intact
2016-06-28,Tuesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,07:25,0.517,above,intact,intact,intact,0.103,1.448,08:30,08:45,UXP,green,Long,True,14:50,3.724,3.310,5.310,2.138,intact,intact,intact
2016-06-27,Monday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:15,Short,True,green,04:20,2.675,below,intact,intact,intact,1.250,3.100,08:30,09:25,DXP,red,Short,True,10:45,4.013,3.800,1.900,6.125,broken,broken,intact
2016-06-23,Thursday,No,UXP/UX,Long,True,broken,broken,broken,RX,04:50,Long,True,red,04:55,1.706,above,intact,broken,intact,1.000,2.147,09:25,09:00,RX,red,Long,True,10:50,-0.044,0.118,0.941,-1.029,intact,broken,intact
2016-06-22,Wednesday,No,DXP/DX,Long,True,intact,intact,intact,UX,06:55,Long,True,red,07:35,0.263,inside,intact,broken,broken,0.211,0.579,09:25,09:00,UX,red,Long,False,10:30,-0.039,-0.026,0.368,-0.447,intact,intact,broken
2016-06-21,Tuesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,06:15,Long,True,green,08:15,0.093,inside,broken,broken,broken,-1.186,0.047,08:35,08:30,RX,green,Short,False,10:55,-0.500,-0.593,0.070,-1.070,intact,intact,broken
2016-06-20,Monday,No,UX,Long,True,intact,intact,intact,UXP,05:00,Long,True,red,05:35,0.103,inside,intact,intact,broken,-0.241,0.517,09:20,08:40,UXP,green,Long,False,11:05,1.448,1.466,2.483,0.414,intact,intact,broken
2016-06-16,Thursday,No,DXP/DX,Short,True,intact,intact,intact,DXP,05:45,Long,True,green,08:25,-0.794,inside,broken,broken,broken,-1.000,-0.147,08:30,08:55,DX,red,Short,False,10:30,-2.162,-1.912,-0.882,-3.441,intact,intact,broken
2016-06-15,Wednesday,No,RC,Long,True,intact,intact,intact,UXP,04:40,Long,True,red,07:05,0.000,inside,broken,broken,broken,-0.966,0.103,09:10,08:30,D,red,Short,True,11:25,-0.897,-0.845,-0.172,-1.621,intact,intact,broken
2016-06-14,Tuesday,No,DXP/DX,Long,True,broken,broken,intact,D,04:15,Short,True,red,06:35,0.800,below,intact,broken,broken,0.000,0.900,08:30,08:55,RX,green,Short,True,10:45,-1.517,-1.383,-3.067,0.033,intact,broken,broken
2016-06-13,Monday,No,DXP/DX,Short,True,intact,broken,broken,DX,04:10,Long,False,green,05:25,-1.464,below,intact,broken,broken,-3.107,-1.000,09:20,08:35,RX,green,Short,True,11:50,-1.286,-1.125,0.107,-2.679,intact,broken,broken
2016-06-10,Friday,No,RC,Long,False,intact,intact,intact,DXP,04:05,Short,True,red,04:30,0.417,below,intact,intact,intact,0.383,0.967,09:10,08:30,DXP,green,Long,False,10:30,1.083,1.067,0.750,1.417,intact,intact,intact
