Date,Day,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session
2014-09-30,Tuesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:55,Long,False,red,07:45,-0.536,Inside,broken,intact,intact,-2.536,0.214,09:25,09:05,DXP,red,Short,True,10:55,-3.554,-3.589,-2.071,-5.036,broken,intact,intact
2014-09-29,Monday,RC,Long,True,broken,intact,broken,DXP,4:55,Long,True,red,05:00,3.545,Above,intact,intact,intact,-0.091,6.000,09:20,08:45,UXP,green,Long,True,11:00,4.682,3.955,6.091,3.273,broken,broken,intact
2014-09-26,Friday,DXP/DX,Long,False,broken,intact,broken,DXP,5:35,Long,True,red,05:40,3.444,Above,intact,intact,intact,0.889,4.167,09:10,08:35,UXP,green,Long,True,10:40,2.000,2.083,3.056,0.944,intact,broken,intact
2014-09-25,Thursday,UXP/UX,Short,True,broken,broken,broken,DX,4:25,Short,False,green,08:15,-3.348,Above,intact,broken,broken,-3.957,-1.826,09:10,08:50,U,red,Short,True,10:30,-1.565,-1.457,-2.957,-0.174,intact,broken,broken
2014-09-24,Wednesday,RC,Short,False,intact,intact,broken,UXP,4:10,Short,True,red,04:20,0.368,Below,intact,intact,broken,-0.421,1.895,08:55,09:25,DXP,red,Long,True,10:35,1.526,1.368,0.474,2.579,broken,broken,broken
2014-09-23,Tuesday,RC,Long,True,intact,broken,intact,UX,6:55,Long,True,red,07:00,0.475,Above,broken,broken,intact,-0.775,0.600,09:25,08:55,RX,green,Long,True,13:15,0.062,-0.062,1.250,-1.125,intact,broken,intact
2014-09-22,Monday,RC,Short,True,intact,intact,broken,DXP,4:50,Long,True,red,05:15,2.857,Above,broken,broken,intact,-1.000,3.714,09:00,08:30,RX,red,Short,True,11:35,-1.429,-1.429,0.786,-3.643,broken,broken,intact
2014-09-19,Friday,DXP/DX,Short,True,broken,intact,intact,DXP,4:00,Short,False,red,06:55,0.563,Below,broken,broken,broken,-1.125,1.563,09:05,08:40,RX,red,Short,True,10:55,0.094,0.281,-2.812,3.000,intact,broken,intact
2014-09-18,Thursday,DXP/DX,Long,False,intact,broken,intact,U,4:00,Long,True,green,04:15,0.238,Inside,broken,broken,broken,-1.190,3.095,08:30,09:05,RX,red,Short,True,11:40,0.071,-0.024,1.952,-1.810,broken,broken,broken
2014-09-17,Wednesday,UXP/UX,Long,True,broken,broken,broken,RX,4:00,Short,False,red,06:20,0.000,Inside,broken,broken,intact,-1.818,1.364,08:45,08:35,RX,red,Short,True,10:30,0.455,0.136,-2.818,3.727,broken,broken,intact
2014-09-16,Tuesday,UXP/UX,Short,False,intact,intact,broken,DXP,4:30,Long,False,green,08:00,-0.917,Inside,broken,intact,intact,-1.500,7.000,08:30,09:25,UXP,green,Long,True,10:45,7.667,7.792,9.583,5.750,broken,intact,intact
2014-09-15,Monday,DXP/DX,Long,True,intact,intact,intact,UXP,4:10,Long,True,green,07:30,-0.053,Inside,broken,intact,intact,-1.263,2.895,08:45,09:20,UXP,green,Long,True,10:30,3.184,3.158,4.474,1.895,intact,intact,intact
2014-09-12,Friday,UXP/UX,Short,False,broken,intact,broken,UXP,4:40,Long,False,green,08:00,-3.111,Below,intact,intact,broken,-4.611,-1.778,08:45,09:05,DXP,red,Long,False,11:40,-4.528,-4.583,-3.611,-5.444,broken,intact,broken
2014-09-11,Thursday,DXP/DX,Long,False,intact,intact,intact,DXP,5:00,Short,True,red,05:40,2.591,Below,intact,broken,intact,0.091,2.955,08:45,09:25,RX,green,Long,True,11:05,-1.091,-1.409,-3.182,1.000,intact,broken,broken
2014-09-10,Wednesday,DXP/DX,Long,False,intact,intact,broken,DXP,4:35,Long,False,red,07:30,-0.143,Inside,broken,intact,intact,-2.762,0.048,09:10,08:30,DXP,red,Short,True,10:30,-2.619,-2.595,-2.048,-3.190,intact,intact,intact
2014-09-09,Tuesday,UXP/UX,Long,False,intact,broken,broken,RX,4:40,Long,True,green,06:05,2.000,Above,intact,broken,broken,-0.130,2.696,09:25,08:35,U,red,Short,True,11:55,-0.174,-0.239,0.391,-0.739,intact,broken,broken
2014-09-08,Monday,DXP/DX,Short,False,broken,intact,intact,DX,4:00,Short,True,red,04:10,2.034,Below,intact,intact,intact,1.345,4.000,09:20,08:40,DXP,green,Long,True,10:45,3.293,3.431,2.828,3.759,intact,intact,intact
2014-09-05,Friday,DXP/DX,Long,False,broken,broken,broken,UX,4:55,Long,False,red,08:05,-1.316,Below,intact,intact,intact,-3.895,-1.053,09:00,08:30,DXP,red,Short,True,10:50,-3.132,-2.895,-1.895,-4.368,broken,broken,intact
2014-09-04,Thursday,UXP/UX,Long,False,intact,intact,broken,DXP,4:30,Long,True,red,08:25,0.545,Above,broken,intact,broken,-5.636,0.545,08:40,08:30,UXP,green,Short,True,11:25,1.864,1.773,3.091,0.636,intact,broken,broken
2014-09-03,Wednesday,DXP/DX,Short,False,intact,intact,intact,UXP,4:55,Long,True,green,05:00,4.500,Above,intact,intact,intact,4.100,7.800,08:40,09:20,UXP,red,Short,False,10:30,7.650,7.850,8.700,6.600,intact,intact,intact
2014-09-02,Tuesday,UXP/UX,Long,False,broken,intact,intact,DXP,4:25,Short,True,red,04:30,6.000,Below,intact,intact,intact,4.750,9.083,09:25,08:55,DXP,green,Short,True,10:55,7.625,7.750,6.750,8.500,intact,intact,intact
2014-09-01,Monday,UXP/UX,Long,True,broken,intact,broken,DXP,4:25,Short,False,red,08:00,-1.800,Above,broken,broken,broken,-1.800,0.700,09:20,08:30,RC,green,Long,True,12:20,-0.350,-0.550,-0.600,-0.100,intact,intact,broken
2014-08-29,Friday,UXP/UX,Short,False,intact,intact,intact,UXP,4:10,Long,True,green,08:00,0.429,Above,intact,intact,intact,0.048,2.381,08:30,09:25,UXP,red,Short,False,11:00,1.786,1.833,2.286,1.286,intact,intact,intact
2014-08-28,Thursday,DXP/DX,Long,False,intact,intact,broken,DXP,4:15,Short,False,red,08:15,-3.533,Above,intact,intact,intact,-7.533,-2.867,08:35,09:15,UXP,red,Long,True,10:45,-5.167,-4.700,-6.933,-3.400,intact,intact,intact
2014-08-27,Wednesday,DXP/DX,Long,True,intact,intact,intact,UXP,4:20,Long,True,green,07:00,0.077,Inside,broken,broken,broken,-1.115,0.115,09:25,08:30,U,green,Short,True,11:25,-0.231,-0.404,0.077,-0.538,intact,intact,broken
2014-08-26,Tuesday,UXP/UX,Long,True,intact,intact,broken,UXP,4:10,Short,True,green,07:25,-0.125,Inside,broken,intact,broken,-3.625,0.250,09:00,09:10,UXP,green,Short,True,11:20,-3.656,-3.750,-4.500,-2.812,intact,intact,broken
2014-08-25,Monday,ADR/Other,NO_CONF,NO_CONF,,,,ODR/Other,4:05,Short,False,green,07:20,-1.800,Above,broken,intact,intact,-2.200,4.000,09:25,08:35,DXP,red,Long,True,11:00,4.100,4.300,3.500,4.700,,,
2014-08-22,Friday,UXP/UX,Short,False,intact,broken,intact,D,4:30,Short,True,red,07:45,0.000,Inside,intact,broken,intact,-0.265,1.265,09:10,08:30,D,green,Short,True,10:30,0.147,0.088,-0.529,0.824,intact,intact,intact
2014-08-21,Thursday,UXP/UX,Short,True,intact,intact,intact,DXP,4:00,Short,True,green,04:05,2.500,Below,broken,intact,intact,-6.900,3.500,08:30,09:20,UXP,green,Long,True,10:55,-5.150,-5.700,-7.100,-3.200,broken,broken,intact
2014-08-20,Wednesday,DXP/DX,Short,True,intact,broken,intact,U,4:20,Long,True,green,08:15,0.769,Above,intact,intact,broken,0.615,3.538,08:30,09:20,UXP,green,Long,False,10:30,3.038,3.115,3.385,2.692,intact,intact,intact
2014-08-19,Tuesday,RC,Short,False,intact,intact,intact,UXP,4:15,Short,True,green,07:20,0.533,Below,intact,intact,intact,0.133,3.067,09:20,08:35,DXP,red,Short,True,10:55,3.633,3.700,2.333,4.933,broken,intact,intact
2014-08-18,Monday,UXP/UX,Short,True,intact,intact,intact,DXP,4:05,Short,True,red,04:25,1.071,Below,intact,intact,intact,0.000,4.857,09:20,08:50,DXP,red,Short,True,10:30,5.107,4.964,4.500,5.714,intact,intact,intact
2014-08-15,Friday,DXP/DX,Long,True,broken,intact,broken,DXP,4:45,Long,True,green,05:10,1.643,Above,intact,intact,intact,0.286,4.143,08:45,09:20,UXP,green,Long,True,10:40,3.643,3.714,4.857,2.429,broken,intact,intact
2014-08-14,Thursday,UXP/UX,Short,True,intact,intact,broken,DXP,4:15,Long,True,green,05:45,1.909,Above,broken,intact,intact,-2.818,2.727,09:25,08:40,DXP,red,Short,True,10:50,-3.045,-3.500,-1.545,-4.545,broken,intact,intact
2014-08-13,Wednesday,RC,Short,True,intact,broken,broken,RX,,NO_CONF,NO_CONF,green,,,Inside,broken,broken,broken,,,08:30,09:05,RC,red,Short,False,10:30,,,,,intact,broken,broken
2014-08-12,Tuesday,DXP/DX,Short,True,intact,intact,intact,DXP,,NO_CONF,NO_CONF,red,,,Inside,broken,broken,broken,,,08:40,09:00,RC,green,Short,False,12:55,,,,,intact,intact,intact
2014-08-11,Monday,RC,Long,True,intact,intact,broken,UXP,6:15,Short,False,green,08:25,-2.000,Above,broken,intact,intact,-2.545,2.545,09:05,08:30,UXP,green,Short,True,12:15,-3.682,-3.818,-5.727,-1.636,broken,intact,intact
2014-08-08,Friday,UXP/UX,Long,True,intact,intact,intact,UXP,4:30,Short,True,NEUTRAL,06:50,8.000,Below,intact,intact,intact,2.857,8.429,08:30,08:55,DXP,red,Short,True,11:00,5.500,5.571,3.571,7.429,intact,intact,broken
2014-08-07,Thursday,DXP/DX,Long,True,broken,intact,broken,DXP,4:00,Long,False,red,06:40,1.391,Above,intact,intact,broken,0.174,2.391,09:00,08:35,UXP,red,Short,False,11:00,0.478,0.326,0.913,0.043,broken,broken,broken
2014-08-06,Wednesday,DXP/DX,Long,False,intact,broken,broken,DX,4:00,Long,True,green,05:10,-0.364,Inside,broken,intact,broken,-2.636,2.364,09:00,09:25,UXP,green,Long,False,10:30,1.864,1.864,3.000,0.727,broken,intact,broken
2014-08-05,Tuesday,UXP/UX,Long,True,broken,broken,broken,U,4:10,Long,False,green,08:20,-1.478,Below,intact,intact,intact,-2.609,-1.174,09:25,08:40,DXP,red,Short,True,11:05,-2.587,-2.674,-2.087,-3.087,intact,intact,intact
2014-08-04,Monday,UXP/UX,Long,True,intact,intact,broken,UXP,5:50,Short,True,red,06:30,1.895,Below,intact,broken,broken,1.000,2.526,08:30,09:15,RX,green,Long,True,13:55,-0.237,-0.211,-1.474,1.000,broken,broken,broken
2014-08-01,Friday,DXP/DX,Long,True,intact,broken,broken,UX,4:10,Short,True,red,04:15,2.437,Below,intact,intact,intact,0.062,3.375,09:20,09:05,DXP,red,Long,True,12:50,3.219,3.562,2.437,4.000,intact,intact,broken
2014-07-31,Thursday,DXP/DX,Long,True,broken,broken,broken,DX,4:00,Short,False,red,08:25,-2.353,Above,intact,broken,broken,-3.412,-0.765,09:20,09:05,RX,green,Short,True,11:50,-0.882,-1.118,-2.059,0.294,broken,broken,broken
2014-07-30,Wednesday,UXP/UX,Short,True,intact,broken,broken,UX,,NO_CONF,NO_CONF,green,,,Inside,broken,broken,broken,,,09:20,09:00,RC,red,Short,True,10:30,,,,,intact,intact,broken
2014-07-29,Tuesday,UXP/UX,Short,True,broken,broken,broken,UXP,4:35,Long,False,green,08:25,-4.350,Below,intact,intact,intact,-5.800,-4.000,09:00,08:30,DXP,green,Long,True,10:30,-4.925,-5.050,-3.900,-5.950,intact,intact,intact
2014-07-28,Monday,UXP/UX,Short,True,broken,broken,broken,RX,4:25,Short,True,red,07:45,0.903,Below,intact,intact,broken,0.645,1.774,09:10,08:40,DXP,green,Short,False,10:40,1.113,1.097,0.742,1.484,intact,intact,broken
2014-07-25,Friday,DXP/DX,Short,True,broken,broken,broken,D,4:25,Long,False,red,08:05,-4.333,Below,intact,intact,broken,-11.333,-3.667,09:25,08:30,DXP,red,Long,True,10:40,-9.889,-10.222,-8.889,-10.889,intact,intact,broken
2014-07-24,Thursday,UXP/UX,Long,False,intact,intact,intact,DXP,4:15,Long,True,red,06:05,0.143,Inside,broken,broken,intact,-1.429,2.071,08:50,09:00,RX,red,Short,True,10:35,-0.643,-0.393,1.143,-2.429,broken,broken,intact
2014-07-23,Wednesday,DXP/DX,Long,True,intact,broken,intact,UX,4:45,Long,True,NEUTRAL,04:50,2.250,Above,intact,intact,intact,1.875,3.875,08:45,09:25,UXP,red,Long,True,10:40,3.156,3.250,3.688,2.625,intact,intact,intact
2014-07-22,Tuesday,UXP/UX,Short,False,intact,intact,intact,UXP,4:40,Short,False,green,06:30,-0.316,Inside,broken,intact,intact,-0.737,2.526,09:00,08:30,DXP,red,Short,True,13:45,2.395,2.368,1.737,3.053,broken,intact,intact
2014-07-21,Monday,DXP/DX,Long,True,broken,broken,broken,DXP,4:25,Long,True,red,07:05,1.286,Above,intact,intact,intact,0.952,2.476,08:45,09:15,UXP,green,Short,False,11:20,2.571,2.548,3.238,1.905,intact,intact,intact
2014-07-18,Friday,UXP/UX,Short,True,broken,intact,broken,DX,4:15,Long,False,NEUTRAL,08:25,-5.083,Below,intact,intact,intact,-7.583,-3.500,09:15,09:10,DXP,equal,Short,True,14:00,-6.417,-6.125,-4.833,-8.000,intact,intact,intact
2014-07-17,Thursday,UXP/UX,NO_CONF,NO_CONF,broken,broken,intact,RX,6:00,Long,True,green,06:20,0.558,Above,intact,intact,intact,0.535,1.105,08:30,09:00,UXP,red,Short,False,11:00,0.378,0.355,0.744,0.012,intact,intact,intact
2014-07-16,Wednesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:20,Long,True,green,04:30,1.400,Above,broken,broken,intact,-2.600,1.900,09:10,08:30,UX,green,Long,True,10:30,0.750,0.800,1.700,-0.200,intact,intact,intact
2014-07-15,Tuesday,UXP/UX,Short,True,intact,intact,intact,DXP,4:25,Short,True,red,04:40,3.545,Below,intact,intact,intact,3.364,10.000,09:15,08:30,DXP,red,Short,False,10:50,9.273,9.636,7.455,11.091,intact,intact,intact
2014-07-14,Monday,DXP/DX,Short,False,intact,intact,intact,DXP,4:20,Long,True,green,05:05,2.273,Above,intact,intact,broken,0.455,4.182,09:25,08:55,UXP,red,Short,False,10:35,2.227,2.273,4.273,0.182,broken,broken,broken
2014-07-11,Friday,UXP/UX,Long,False,intact,intact,broken,DXP,4:55,Long,True,red,08:20,-0.800,Inside,intact,intact,intact,-3.950,-0.600,09:25,08:40,DXP,green,Short,True,11:05,-3.075,-3.150,-2.600,-3.550,intact,intact,intact
2014-07-10,Thursday,DXP/DX,Long,True,broken,broken,broken,D,5:05,Long,True,red,06:20,0.565,Above,intact,intact,intact,0.043,1.478,09:00,09:15,UXP,green,Long,True,12:25,1.130,1.087,1.696,0.565,intact,intact,intact
2014-07-09,Wednesday,RC,Short,False,broken,broken,broken,RX,4:05,Short,True,red,05:55,0.737,Below,intact,intact,intact,0.789,3.421,09:00,08:30,DXP,red,Short,True,11:10,3.658,3.579,3.000,4.316,intact,intact,intact
2014-07-08,Tuesday,RC,Short,False,intact,broken,broken,RX,4:05,Short,True,red,04:30,-0.688,Inside,intact,broken,broken,-3.000,-0.563,08:30,09:25,RX,red,Short,True,12:15,-1.563,-2.156,-3.750,0.625,intact,broken,broken
2014-07-07,Monday,RX,Long,True,broken,broken,broken,U,5:55,Long,True,red,06:40,0.500,Above,broken,broken,intact,-1.375,2.625,09:10,08:55,DXP,red,Short,True,10:55,-3.438,-3.188,-1.250,-5.625,broken,broken,intact
2014-07-04,Friday,UXP/UX,Short,True,intact,broken,broken,DX,5:10,Short,True,green,05:40,2.182,Below,intact,intact,intact,0.727,2.364,08:30,09:20,DXP,red,Long,False,10:35,1.591,1.636,1.273,1.909,intact,intact,intact
2014-07-03,Thursday,DXP/DX,Long,True,broken,broken,broken,RX,6:50,Short,True,red,07:55,0.550,Below,broken,intact,intact,-0.850,0.750,08:30,08:55,DX,red,NO_CONF,NO_CONF,,0.425,0.600,-0.300,1.150,broken,broken,broken
2014-07-02,Wednesday,DXP/DX,Long,False,intact,intact,broken,UXP,4:10,Short,True,red,04:20,8.200,Below,intact,intact,broken,8.400,16.000,09:20,08:30,DXP,red,Long,False,10:30,13.300,12.800,10.800,15.800,intact,intact,broken
2014-07-01,Tuesday,DXP/DX,Long,True,intact,intact,intact,UXP,4:35,Long,True,green,08:10,-0.923,Inside,broken,broken,broken,-1.154,0.846,08:30,09:00,RX,red,Short,True,10:35,0.269,0.231,2.000,-1.462,intact,intact,broken
2014-06-30,Monday,DXP/DX,Long,False,intact,intact,intact,DXP,4:40,Long,True,red,07:35,1.000,Above,broken,intact,broken,-1.875,6.625,08:35,09:20,UXP,red,Short,True,10:35,4.938,5.063,5.500,4.375,broken,intact,broken
2014-06-27,Friday,RC,Long,False,broken,broken,intact,RX,4:00,Long,True,green,04:25,0.033,Inside,intact,broken,broken,-0.100,1.167,08:30,08:40,U,red,Short,True,11:00,0.183,0.100,1.000,-0.633,intact,broken,broken
2014-06-26,Thursday,UXP/UX,Short,True,broken,broken,intact,DX,4:25,Short,True,red,05:25,1.263,Below,intact,intact,intact,0.895,2.789,09:05,08:45,DXP,red,Short,True,10:30,4.026,3.842,2.842,5.211,intact,intact,intact
2014-06-25,Wednesday,UXP/UX,Short,True,intact,intact,intact,DXP,4:40,Long,True,red,08:25,0.462,Inside,broken,intact,broken,-2.077,0.923,08:45,08:30,DX,red,Short,False,10:30,-2.731,-2.846,-0.769,-4.692,intact,intact,intact
2014-06-24,Tuesday,DXP/DX,NO_CONF,NO_CONF,broken,broken,broken,RC,4:10,Short,False,red,07:10,-2.900,Above,intact,intact,broken,-3.350,-1.650,09:25,08:40,UXP,green,Long,False,10:30,-2.575,-2.500,-3.400,-1.750,intact,intact,broken
2014-06-23,Monday,UXP/UX,Long,True,intact,intact,broken,UXP,4:35,Short,True,red,04:40,2.600,Below,intact,intact,intact,2.200,4.933,09:15,09:00,DXP,red,Short,True,11:25,5.200,5.267,3.800,6.600,intact,intact,intact
2014-06-20,Friday,UXP/UX,Long,True,broken,broken,broken,D,4:05,Short,False,green,08:25,-3.143,Above,intact,intact,intact,-7.857,-3.286,08:30,08:45,UXP,green,Long,True,12:50,-5.571,-6.071,-7.143,-4.000,intact,intact,intact
2014-06-19,Thursday,DXP/DX,Long,True,intact,intact,broken,UXP,4:00,Short,True,red,06:10,1.786,Below,intact,intact,broken,1.643,5.500,08:50,08:30,DXP,green,Long,True,10:40,3.714,4.107,2.214,5.214,intact,intact,broken
2014-06-18,Wednesday,D,Long,False,broken,intact,broken,UXP,5:00,Short,True,green,07:15,1.833,Below,intact,intact,intact,0.083,2.250,08:45,09:05,DXP,red,Short,True,10:30,1.083,1.167,0.333,1.833,broken,broken,broken
2014-06-17,Tuesday,DXP/DX,Long,False,intact,intact,intact,DXP,4:05,Short,True,red,05:55,1.000,Below,broken,intact,broken,-2.556,1.667,08:45,09:10,UXP,green,Long,False,10:40,-1.944,-1.889,-2.667,-1.222,intact,broken,broken
2014-06-16,Monday,UXP/UX,Short,True,broken,broken,intact,DX,4:25,Short,True,red,04:40,2.200,Below,intact,intact,intact,0.300,5.400,09:00,08:35,DXP,green,Short,True,13:25,2.500,3.050,1.600,3.400,intact,intact,intact
2014-06-13,Friday,UXP/UX,Short,True,intact,broken,intact,D,4:25,Short,True,green,04:35,1.885,Below,intact,intact,intact,1.308,3.538,09:10,08:40,DXP,green,Short,False,11:10,2.135,2.154,1.731,2.538,intact,intact,intact
2014-06-12,Thursday,RC,Long,True,intact,intact,intact,UXP,4:05,Long,True,green,04:45,3.385,Above,intact,intact,intact,1.846,3.487,09:20,08:30,UXP,red,Short,False,11:00,2.128,2.128,2.564,1.692,intact,intact,intact
2014-06-11,Wednesday,DXP/DX,Short,False,intact,intact,broken,UXP,4:00,Long,False,green,08:00,-1.000,Inside,broken,intact,broken,-2.111,-0.500,09:05,08:30,DX,green,Long,False,10:35,-1.444,-1.389,-0.944,-1.944,broken,broken,broken
2014-06-10,Tuesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:35,Short,True,green,06:40,-0.182,Inside,broken,broken,broken,-1.182,2.091,09:05,09:20,RX,red,Short,True,10:45,-0.636,-0.955,-2.000,0.727,broken,intact,broken
2014-06-09,Monday,RC,Long,True,intact,intact,intact,UXP,4:00,Long,True,green,04:10,2.235,Above,intact,intact,intact,1.529,4.176,08:40,09:25,UXP,green,Long,True,10:40,4.235,4.176,4.941,3.529,intact,intact,intact
2014-06-06,Friday,UXP/UX,Long,True,intact,broken,broken,D,4:35,Long,True,red,04:40,3.556,Above,intact,intact,broken,3.333,7.000,08:30,09:00,UXP,red,Short,True,11:30,3.778,3.611,4.889,2.667,intact,intact,broken
2014-06-05,Thursday,DXP/DX,Long,True,intact,broken,broken,RX,4:25,Short,True,red,06:15,0.062,Inside,broken,intact,broken,-1.437,3.812,09:15,08:50,DXP,green,Long,True,10:45,2.750,2.594,2.000,3.500,broken,intact,broken
2014-06-04,Wednesday,UXP/UX,Short,True,broken,broken,intact,U,4:00,Long,True,green,04:10,0.467,Above,intact,intact,broken,0.000,1.000,09:00,09:25,UXP,green,Short,True,11:30,1.050,1.100,1.500,0.600,intact,intact,broken
2014-06-03,Tuesday,RC,Long,True,intact,broken,broken,U,4:50,Short,True,red,08:20,-0.750,Inside,broken,broken,broken,-1.150,0.200,09:05,09:00,DX,red,Long,True,10:50,-0.050,-0.075,-0.450,0.350,broken,broken,broken
2014-06-02,Monday,UXP/UX,Long,True,intact,intact,broken,UXP,5:05,Short,True,red,06:00,1.929,Below,intact,intact,intact,1.929,5.500,09:20,08:30,DXP,equal,Short,True,12:20,4.500,4.679,3.714,5.286,intact,intact,intact
2014-05-30,Friday,UXP/UX,Short,True,broken,intact,intact,DXP,4:00,Short,True,red,06:10,1.600,Below,intact,intact,intact,1.500,4.600,09:15,08:30,DXP,red,Short,True,11:15,3.500,3.600,2.000,5.000,intact,intact,intact
2014-05-29,Thursday,DXP/DX,Short,True,intact,intact,broken,DXP,4:55,Long,False,green,07:50,-0.286,Inside,broken,intact,intact,-0.857,1.429,08:35,08:55,UXP,green,Long,True,11:00,1.357,1.214,2.143,0.571,broken,broken,broken
2014-05-28,Wednesday,UXP/UX,Long,True,intact,intact,broken,UXP,4:00,Long,False,green,08:10,-5.333,Below,intact,intact,intact,-10.000,-3.500,09:25,09:00,DXP,red,Short,True,12:35,-11.167,-11.167,-8.833,-13.500,intact,intact,intact
2014-05-27,Tuesday,UXP/UX,Long,True,intact,broken,broken,U,5:00,Short,True,red,08:25,-0.353,Inside,broken,intact,intact,-0.765,3.235,09:25,09:00,DXP,green,Long,True,10:55,2.176,2.235,0.765,3.588,broken,intact,intact
2014-05-26,Monday,UXP/UX,Short,True,intact,intact,intact,DXP,4:30,Long,True,green,07:20,0.111,Inside,intact,intact,intact,-0.222,1.000,08:45,09:00,UXP,red,Long,True,11:00,0.556,0.556,0.889,0.222,broken,broken,broken
2014-05-23,Friday,DXP/DX,Long,False,intact,broken,broken,UX,7:20,Long,True,red,07:55,1.294,Above,intact,intact,intact,0.647,2.176,09:25,08:55,UXP,green,Long,True,10:55,0.971,0.853,1.235,0.706,intact,intact,intact
2014-05-22,Thursday,UXP/UX,Long,True,intact,intact,intact,UXP,,NO_CONF,NO_CONF,green,,,Inside,broken,broken,broken,,,08:40,09:00,UX,green,Short,True,10:45,,,,,broken,intact,broken
2014-05-21,Wednesday,UXP/UX,Short,False,broken,broken,intact,UX,,NO_CONF,NO_CONF,green,,,Inside,broken,intact,intact,,,08:40,09:15,UX,green,Short,False,10:40,,,,,intact,intact,intact
2014-05-20,Tuesday,DXP/DX,Long,True,intact,intact,intact,UXP,4:50,Short,False,red,07:00,0.600,Below,intact,intact,broken,0.300,3.700,09:20,09:00,DXP,red,Long,True,11:35,3.050,3.100,1.400,4.700,broken,broken,broken
2014-05-19,Monday,UXP/UX,Long,True,intact,intact,intact,UXP,4:25,Short,False,green,07:50,-0.471,Inside,broken,broken,broken,-2.000,-0.294,09:25,09:20,UX,green,Short,True,10:55,-1.471,-1.471,-2.118,-0.824,intact,intact,intact
2014-05-16,Friday,DXP/DX,Long,True,intact,broken,broken,RX,4:00,Short,False,red,08:15,-1.100,Above,broken,intact,intact,-1.633,-0.267,09:20,09:00,UX,green,Long,True,10:35,-0.917,-0.950,-1.167,-0.667,broken,intact,intact
2014-05-15,Thursday,DXP/DX,Long,True,broken,broken,broken,D,4:25,Short,False,red,06:40,-0.636,Inside,broken,broken,intact,-3.000,1.000,09:10,08:40,DX,red,Short,True,11:40,1.182,1.364,-0.091,2.455,broken,intact,intact
2014-05-14,Wednesday,UXP/UX,Long,True,intact,intact,broken,UXP,4:15,Long,False,green,06:20,-0.286,Inside,broken,intact,intact,-1.000,2.143,09:00,09:25,UXP,green,Long,False,10:40,1.536,1.679,2.000,1.071,intact,intact,intact
2014-05-13,Tuesday,DXP/DX,Long,False,intact,broken,broken,RX,4:15,Short,False,red,05:45,-4.687,Above,intact,intact,intact,-6.437,-4.000,09:25,09:00,UXP,red,Long,True,10:35,-3.594,-3.531,-4.375,-2.812,intact,intact,intact
2014-05-12,Monday,DXP/DX,Long,True,broken,broken,broken,RX,4:45,Long,True,red,05:10,0.571,Above,intact,intact,intact,0.071,5.357,08:30,09:25,UXP,green,Long,False,10:45,3.929,3.821,4.571,3.286,intact,intact,intact
2014-05-09,Friday,RC,Long,True,intact,intact,intact,UXP,4:00,Long,False,green,07:20,-1.097,Below,broken,broken,broken,-1.097,0.387,08:40,09:00,RC,red,Long,False,10:35,-0.484,-0.484,-0.129,-0.839,intact,intact,broken
2014-05-08,Thursday,UXP/UX,Long,False,intact,intact,intact,DXP,4:00,Short,False,red,07:15,2.182,Below,intact,intact,intact,1.364,5.909,09:20,08:50,DXP,green,Short,True,10:35,1.864,2.136,1.364,2.364,intact,intact,intact
2014-05-07,Wednesday,UXP/UX,Long,True,intact,intact,intact,UXP,4:00,Long,False,green,08:10,-1.250,Inside,broken,broken,broken,-2.063,1.375,08:30,09:20,RX,red,Long,True,10:40,-1.219,-0.969,0.125,-2.563,intact,broken,intact
2014-05-06,Tuesday,DXP/DX,Long,False,broken,intact,broken,UXP,4:55,Long,False,green,08:15,-2.273,Below,broken,broken,broken,-2.273,3.000,08:30,09:10,U,red,Long,True,11:00,0.182,0.364,1.182,-0.818,broken,intact,intact
2014-05-05,Monday,UXP/UX,Long,True,intact,intact,intact,UXP,7:40,Short,True,green,08:25,-0.421,Inside,broken,intact,intact,-0.684,1.105,09:10,08:50,DXP,red,Short,True,11:45,1.211,1.118,0.974,1.447,broken,intact,intact
2014-05-02,Friday,RC,Long,True,broken,intact,intact,UXP,4:00,Long,True,green,07:40,0.000,Inside,broken,broken,broken,-1.320,1.080,09:25,08:30,D,green,Long,True,10:40,-1.060,-1.160,-0.400,-1.720,intact,broken,intact
2014-05-01,Thursday,RC,Short,True,broken,intact,intact,DXP,4:05,Short,True,red,04:10,6.875,Below,intact,intact,broken,3.625,9.875,08:45,09:05,DXP,green,Long,True,11:40,4.188,4.125,1.125,7.250,intact,intact,broken
